source,region,name,rating_raw,review_count_raw,location,price_range,categories,snippet
Yelp,Limerick,Quigley's Bakery,2.5,(2 reviews),Limerick,€,"“I went again today and while it was still quite good I found their donuts to be overpriced. It said 1.90 near them but I was charged 2.65! That's…”more, Bakeries",“I went again today and while it was still quite good I found their donuts to be overpriced. It said 1.90 near them but I was charged 2.65! That's…” more
Yelp,Limerick,Sallymills,4.0,(1 review),Limerick,,"“SALLYMILLS Called to one (at least one) of the food stalls at the Cork Grand Parade Christmas Market, occupied by Sallymills, cake makers from…”more, Coffee & Tea Shops, Bakeries","“SALLYMILLS Called to one (at least one) of the food stalls at the Cork Grand Parade Christmas Market, occupied by Sallymills, cake makers from…” more"
Yelp,Limerick,Hook and Ladder,4.5,(6 reviews),Castletroy,€,"“Great fresh food and service. Our server,Louise, was extremely kind and gave us some great ideas of what to do in town.”more, Delis, Breakfast & Brunch, Bakeries","“Great fresh food and service. Our server,Louise, was extremely kind and gave us some great ideas of what to do in town.” more"
Yelp,Limerick,Cafe Rose & Bistro,4.8,(6 reviews),Limerick,,"“Lovely place with terrific music and very pleasant service. Just try to resist thebakerycounter on...”more, Cafes, Breakfast & Brunch",“Lovely place with terrific music and very pleasant service. Just try to resist the bakery counter on...” more
Yelp,Limerick,Wild Onion Bakery,1.0,(1 review),Limerick,,"“This place is closed!!! Don't go, we walked there seeing the good reviews but it had been sold. Don't make our mistake!”more, Coffee & Tea Shops, Bakeries","“This place is closed!!! Don't go, we walked there seeing the good reviews but it had been sold. Don't make our mistake!” more"
Yelp,Limerick,Bakers Kitchen,,,Limerick,,Bakeries,
Yelp,Limerick,Olio And Farino,2.8,(4 reviews),Limerick,€€,"“Olio and Farino is a cute Italian cafe/bakery, located in Limerick's city center.”more, Bakeries, Coffee & Tea Shops, Italian","“Olio and Farino is a cute Italian cafe/ bakery , located in Limerick's city center.” more"
Yelp,Limerick,Gloria Jean's Coffees,3.0,(4 reviews),Limerick,,"“Grand cup of coffee, really nice staff in here but it's nothing overly special. I have some spots in Limerick that overshadow this now, but it's…”more, Coffee & Tea Shops, Bakeries","“Grand cup of coffee, really nice staff in here but it's nothing overly special. I have some spots in Limerick that overshadow this now, but it's…” more"
Yelp,Limerick,O'donovan Confectionary,,,Dooradoyle,,Bakeries,
Yelp,Limerick,bb's Coffee & Muffins,1.0,(1 review),Limerick,,"“The worst staff I have ever experienced they are rude and very unpleasant. I have also seen them make food and can safely say it is highly unhygienic.…”more, Bakeries, Coffee & Tea Shops",“The worst staff I have ever experienced they are rude and very unpleasant. I have also seen them make food and can safely say it is highly unhygienic.…” more
Yelp,Limerick,An Siopa,,,Limerick,,Bakeries,
Yelp,Limerick,Fine Things,,,Limerick,,Bakeries,
Yelp,Limerick,Garveys Bakery,,,Limerick,,Bakeries,
Yelp,Limerick,C & A Confectionary,,,Limerick,,Bakeries,
Yelp,Limerick,WJ Duffy,,,Limerick,,Bakeries,
Yelp,Limerick,Duffys Bakery,,,Limerick,,Bakeries,
Yelp,Limerick,Kiely John Jos,,,Castletroy,,Bakeries,
Yelp,Limerick,W Duffy,,,Limerick,,Bakeries,
Yelp,Waterford,No. 9 Cafe,4.2,(9 reviews),Waterford,,"“Lots of options available with 3 places to order from - No.9 cafe, the Italianbakeryand the...”more, Cafes","“Lots of options available with 3 places to order from - No.9 cafe, the Italian bakery and the...” more"
Yelp,Waterford,Walsh's Bakehouse,,,Waterford,,Bakeries,
Yelp,Waterford,Harney's Bakery,,,Waterford,,Bakeries,
Yelp,Waterford,Vee Bistro,4.7,(6 reviews),Tramore,,"“This was a nice stumble-upon when I was looking for SeagullBakeryin Tramore.”more, Cafes",“This was a nice stumble-upon when I was looking for Seagull Bakery in Tramore.” more
Yelp,Waterford,Summerland Bakery,,,Waterford,,Bakeries,
Yelp,Waterford,Kylemore Bakery,,,Waterford,,Bakeries,
Yelp,Waterford,Gourmet Bakery,,,Waterford,,Bakeries,
Yelp,Waterford,Brids Brown Bread,,,Waterford,,Bakeries,
Yelp,Waterford,Kavanaghs Sweet Shop,,,Lisduggan,,Bakeries,
Yelp,Waterford,John Delahunty,,,Waterford,,Bakeries,
Yelp,Waterford,Rose Cafe,until 17:00,,Mooncoin,,"Bakeries, Cafes, Desserts",
Yelp,Waterford,Kavanagh's,,,Lisduggan,,Bakeries,
Yelp,Kerry,Sceal Eile,4.4,(10 reviews),Killarney,€€,"“full bakery and have a great assortment of all kinds of scones andbaked goodsas well as many...”more, Bakeries, Seafood, Soup",“full bakery and have a great assortment of all kinds of scones and baked goods as well as many...” more
Yelp,Kerry,Bean In Dingle,4.8,(37 reviews),Dingle,€,"“also thebaked goodssmelled and looked tasty! what a gem.”more, Coffee & Tea Shops",“also the baked goods smelled and looked tasty! what a gem.” more
Yelp,Kerry,La Petit Delice,4.3,(15 reviews),Killarney,€€,"“Our oat milk lattes were heaven and the service was really great. TheBakeryis so charming and...”more, Cafes, Bakeries",“Our oat milk lattes were heaven and the service was really great. The Bakery is so charming and...” more
Yelp,Kerry,Maison Gourmet,4.8,(6 reviews),Kenmare,,"“Cute French coffee shop withdelicious pastries. The staff was very kind.”more, Cake Shop & Patisserie Shops, Coffee & Tea Shops, Bakeries",“Cute French coffee shop with delicious pastries . The staff was very kind.” more
Yelp,Kerry,Spogler's Continental Confectioners,4.7,(3 reviews),Killarney,,"“Besides a couple of salons and an adult store, this little street hides Spogler's ContinentalBakery.”more, Cafes, Bakeries, Cake Shop & Patisserie Shops","“Besides a couple of salons and an adult store, this little street hides Spogler's Continental Bakery .” more"
Yelp,Kerry,Brudairs Bakery,4.0,(1 review),Tralee,,"“This is a gorgeousbakery! The staff are lovely and the food is really good...”more, Bakeries",“This is a gorgeous bakery ! The staff are lovely and the food is really good...” more
Yelp,Kerry,Jack's Bakery and Deli,3.2,(6 reviews),Killorglin,,"“I love thebaked goodsfrom this shop , their home made bread is delicious always fresh , I would...”more, Delis","“I love the baked goods from this shop , their home made bread is delicious always fresh , I would...” more"
Yelp,Kerry,The Mobile Cafe,,,Killorglin,,Bakeries,
Yelp,Kerry,Just Desserts,4.0,(1 review),Killarney,,"“Cool little cake and dessert shop. Run by a charming friendly young lady this is what yelp is all about. Locally run business offering something a…”more, Coffee & Tea Shops, Bakeries",“Cool little cake and dessert shop. Run by a charming friendly young lady this is what yelp is all about. Locally run business offering something a…” more
Yelp,Kerry,Underground,4.7,(13 reviews),Killarney,€,"“They also have a great cafe menu with some delicioussweet treats. A must stop if you're in the...”more, Coffee & Tea Shops, Cafes",“They also have a great cafe menu with some delicious sweet treats . A must stop if you're in the...” more
Yelp,Kerry,Espresso Caherciveen,5.0,(1 review),Cahersiveen,,"“We have family that lives in Caherciveen, and Espresso has been a great place for breakfast. The coffee is excellent, pastries are delicious, and I…”more, Bakeries, Cafes","“We have family that lives in Caherciveen, and Espresso has been a great place for breakfast. The coffee is excellent, pastries are delicious, and I…” more"
Yelp,Kerry,Wholefood Bakery The C O'callaghan,,,Castlegregory,,Bakeries,
Yelp,Kerry,Caroline's Celebration Cakes,,,Killarney,,Bakeries,
Yelp,Kerry,Relish Cafe,5.0,(1 review),Killarney,€€,"“Best Americano I've had yet in Ireland. Considering that I'm American, one can imagine how much I enjoy my Americanos.”more, Coffee & Tea Shops, Bakeries","“Best Americano I've had yet in Ireland. Considering that I'm American, one can imagine how much I enjoy my Americanos.” more"
Yelp,Kerry,Supervalu Garveys,4.4,(5 reviews),Dingle,€€,"“Excellentbakeryand fresh seafood and meat departments. Very good selection and quality of food...”more, Meat Shops, Supermarkets",“Excellent bakery and fresh seafood and meat departments. Very good selection and quality of food...” more
Yelp,Kerry,Nelligan Charlie,,,Tralee,,Bakeries,
Yelp,Kerry,Lynchs Bakery,4.0,(1 review),Listowel,€,"“Listowel has zero tourists, which made it such a fun quick stop. Lynchs is just your average true local eatery filled with real day to day Irish…”more, Bakeries","“Listowel has zero tourists, which made it such a fun quick stop. Lynchs is just your average true local eatery filled with real day to day Irish…” more"
Yelp,Kerry,O'Donnell's Bakery,,,Killorglin,,Bakeries,
Yelp,Kerry,Pocotts Bakery,,,Tralee,,Caterers,
Yelp,Kerry,Copper Pot Artisan Bakery,5.0,(2 reviews),Ennis,,"“Delightful find!Baked goodsare delicious, coffee is locally roasted in the Burren.”more, Delis, Bakeries","“Delightful find! Baked goods are delicious, coffee is locally roasted in the Burren.” more"
Yelp,Kerry,Jam,4.2,(19 reviews),Kenmare,€€,"“I didn't get a chance to try anybaked goodsbut the pies @ sweets looked fabulous.”more, Cafes",“I didn't get a chance to try any baked goods but the pies @ sweets looked fabulous.” more
Yelp,Kerry,Dan's Home Baking,,,Tralee,,Bakeries,
Yelp,Kerry,Organico Shop Cafe Bakery,5.0,(1 review),Bantry,€,"“Another lovely visit to Organico this weekend. Enjoyed a really nice lunch finishing with a great coffee. Their shop (next door) is amazing and one of…”more, Organic Shops, Bakeries",“Another lovely visit to Organico this weekend. Enjoyed a really nice lunch finishing with a great coffee. Their shop (next door) is amazing and one of…” more
Yelp,Kerry,O'Connells Bakery,,,Killarney,,Bakeries,
Yelp,Kerry,O'Mahony's Home Bakery,,,Tralee,,Bakeries,
Yelp,Kerry,Lynch's Home Bakery,5.0,(1 review),Listowel,,"“Lovely food and selection,Portions are good. great place for a relaxing coffee and sit and watch the world go by. Staff are very friendly.”more, Coffee & Tea Shops","“Lovely food and selection,Portions are good. great place for a relaxing coffee and sit and watch the world go by. Staff are very friendly.” more"
Yelp,Kerry,Kiely's Bread,,,Abbeydorney,,Bakeries,
Yelp,Kerry,Nelligans Charlie Houset Bread Shop,,,Killarney,,Bakeries,
Yelp,Kerry,Hermanns Continental,,,Killarney,,Bakeries,
Yelp,Kerry,Continental Pastries,,,Killarney,,Bakeries,
Yelp,Kerry,Westcove Bakery,4.0,(1 review),Castlecove,,"“Looking forartisan breadsand cakes? This off-the-beaten-track shop and bakery is a local business.”more, Coffee & Tea Shops, Bakeries",“Looking for artisan breads and cakes? This off-the-beaten-track shop and bakery is a local business.” more
Yelp,Kerry,O'Mahony's Bakery,,,Tralee,,Bakeries,
Yelp,Kerry,Maureens Supermarket,until 18:30,,Kenmare,,"Supermarkets, Bakeries, Cards and Stationery Shops",
Yelp,Kerry,Margarite Bakeries,5.0,(2 reviews),Newcastlewest,€€,"“The server was fabulous. Excellent service & wonderful lunch. Thebakerylooks amazing.”more, Bakeries",“The server was fabulous. Excellent service & wonderful lunch. The bakery looks amazing.” more
Yelp,Kerry,O'Connor Bros,,,Dingle,,Bakeries,
Yelp,Kerry,Mrs Nelligans,4.0,(1 review),Castleisland,€,"“Nice quiet little cafe and the rolls are lovely and so is the coleslaw would go there again”more, Cafes, Cake Shop & Patisserie Shops, Bakeries",“Nice quiet little cafe and the rolls are lovely and so is the coleslaw would go there again” more
Yelp,Kerry,Meehan Mrs M,,,Kilkee,,Bakeries,
Yelp,Kerry,Cafe Fergus,4.7,(3 reviews),Newmarket On Fergus,,"“Lovely local cafe with freshly sourced ingredients and homemadebaked goods.”more, Bistros, Coffee & Tea Shops, Bakeries",“Lovely local cafe with freshly sourced ingredients and homemade baked goods .” more
Yelp,Kerry,The Mobile Cafe,,,Killarney,,"Cafes, Bakeries, Caterers",
Yelp,Kerry,Jerh Price,,,Tralee,,Bakeries,
Yelp,Kerry,Avoca Store & Café,4.1,(8 reviews),Kenmare,€€,"“closed for the season a lovely selection of hot food was available at thebakerycounter.”more, Beauty & Makeup, Women's Clothing, Cafes",“closed for the season a lovely selection of hot food was available at the bakery counter.” more
Yelp,Kerry,Kelly’s,,,Inchinaleega East,,Bakeries,
Yelp,Kerry,Sticky Bun,4.8,(4 reviews),Clonakilty,,"“ambiance, amazing locally roasted coffees and teas , deliciousbaked goodsand a creative menu.”more, Cafes, Coffee & Tea Shops","“ambiance, amazing locally roasted coffees and teas , delicious baked goods and a creative menu.” more"
Yelp,Kerry,Along The Way,5.0,(2 reviews),Goleen,€,"“Driving from Kenmare we were joking about finding a little cafe at Mizen Head with the perfect cappuccino / scone / clotted cream combination. We…”more, Bakeries, Desserts, Cafes",“Driving from Kenmare we were joking about finding a little cafe at Mizen Head with the perfect cappuccino / scone / clotted cream combination. We…” more
Yelp,Kerry,The Bakers Café,4.5,(2 reviews),Milltown Malbay,,"“We got somedelicious pastrieshere and had to come back for lunch the next day!”more, Bakeries",“We got some delicious pastries here and had to come back for lunch the next day!” more
Yelp,Kerry,Ennis Bakehouse,until 17:00,,Ennis,,Bakeries,
Yelp,Kerry,O'Connors Bakery,4.0,(1 review),Ennis,€€,"“I stopped in for an almond croissant and cappuccino. Both were good. A nice place to get a treat for yourself.”more, Bakeries",“I stopped in for an almond croissant and cappuccino. Both were good. A nice place to get a treat for yourself.” more
Yelp,Kerry,Flynns Confectionery,,,Kilrush,,Bakeries,
Yelp,Kerry,Baking Emporium,4.0,(1 review),Cork,,"“So do otherbakeries. So what is different about Dunmanway? I put it to the taste recently when...”more, Bakeries",“So do other bakeries . So what is different about Dunmanway? I put it to the taste recently when...” more
Yelp,Kerry,Daniel Nelligan & Sons,,,Castleisland,,Bakeries,
Yelp,Kerry,P Whelan,,,Listowel,,Bakeries,
Yelp,Kerry,Kearney Home Baking,4.0,(1 review),Ballyhahill,€€,"“Excellent baking ,i always buy when i see them the scones are my favourite,you can buy in most stores around west limerick and north kerry,”more, Bakeries","“Excellent baking ,i always buy when i see them the scones are my favourite,you can buy in most stores around west limerick and north kerry,” more"
Yelp,Kerry,The Courtyard,,,Skibbereen,,"Bakeries, Coffee & Tea Shops, Desserts",
Yelp,Kerry,Western Pride Bakery,,,Listowel,,Bakeries,
Yelp,Kerry,The Sugarshack Cakery & Tea Rooms,3.0,(1 review),Caherdaniel,€€,"“A quaint spot, slightly cramped and short on staff, one of a few places in the village where you can get a take home BUT can work out expensive…”more, Cake Shop & Patisserie Shops, Tea Rooms, Bakeries","“A quaint spot, slightly cramped and short on staff, one of a few places in the village where you can get a take home BUT can work out expensive…” more"
Yelp,Kerry,Toomeys Bakery,,,Dromcollogher,,Bakeries,
Yelp,Kerry,Benns Bakery,,,Milltown Malbay,,Bakeries,
Yelp,Kerry,M Courtney,,,Killarney,,Bakeries,
Yelp,Kerry,O'connors Bakery,,,Ennis,,Bakeries,
Yelp,Kerry,Cotters Bakery,,,Dunmanway,,Bakeries,
Yelp,Kerry,Lettercollum Kitchen Project,5.0,(3 reviews),Clonakilty,€€,"“I have been to Lettercollum a few times now and I absolutely LOVE it here. So far I have tried out coffee & cake and they are AMAZING! The shop is…”more, Cookery Schools, Bakeries",“I have been to Lettercollum a few times now and I absolutely LOVE it here. So far I have tried out coffee & cake and they are AMAZING! The shop is…” more
Yelp,Kerry,Michael Hickey,,,Adare,,Bakeries,
Yelp,Kerry,Bakery Cafe,,,Castletownbere,,Bakeries,
Yelp,Kerry,Bacus Ui Mhaolain Teo,,,Macroom,,Bakeries,
Yelp,Kerry,Cater Bake,,,Listowel,,Bakeries,
Yelp,Kerry,Kearneys Bakery,,,Ballyhahill,,Bakeries,
Yelp,Kerry,JasO Donoghue,,,Killorglin,,Bakeries,
Yelp,Kerry,Brudairs Bakery,,,Kanturk,,Bakeries,
Yelp,Kerry,Carrie's Cakes,,,Ennis,,Bakeries,
Yelp,Kerry,Clare Cakes,,,Barefield,,Bakeries,
Yelp,Kerry,Coote's Xpress Stop,3.7,(3 reviews),Ennis,€,"“By more I mean they also have abakeryon-site which makes the best bread in Clare.”more, Bakeries, Supermarkets, Newsagents",“By more I mean they also have a bakery on-site which makes the best bread in Clare.” more
Yelp,Kerry,Mulvhill's Bakery,,,Ballylongford,,Bakeries,
Yelp,Kerry,Murphys Bakery,,,Kanturk,,Bakeries,
Yelp,Kerry,Crimmins Bakery,,,Newmarket-on-Fergus,,Bakeries,
Yelp,Kerry,Andy's Bakery,,,Ennis,,Bakeries,
Yelp,Kerry,O'connors Confection Sales,4.0,(1 review),Shannon,€,"“Friendly staff, good latte/espresso/coffee, only had a fewbaked goodsbut they were excellent...”more, Bakeries","“Friendly staff, good latte/espresso/coffee, only had a few baked goods but they were excellent...” more"
Yelp,Kerry,Mcmahons Bakery,,,Shannon,,Bakeries,
Yelp,Kerry,Whites Bakery,,,Clonakilty,,Bakeries,
Yelp,Kerry,Brennans Bakery,,,Ballylangley,,Bakeries,
Yelp,Kerry,Charlie Nelligan Hot Bread Shop,,,Castleisland,,Bakeries,
Yelp,Kerry,Joe & Anne Crowley,,,Bandon,,Bakeries,
Yelp,Kerry,Hanrahan's Bakery,,,Ballylongford,,Bakeries,
Yelp,Kerry,Kevin Mullen,,,Clonakilty,,Bakeries,
Yelp,Kerry,Nestle Ireland,,,Mallow,,Bakeries,
Yelp,Kerry,O'connor Wm,,,Bruree,,Bakeries,
Yelp,Kerry,Heron Foods,,,Knockbrown,,Bakeries,
Yelp,Kerry,M O'Donovan,,,Mallow,,Bakeries,
Yelp,Kerry,River House Café,2.5,(2 reviews),Sixmilebridge,€€,"“A new Cafe opened in Sixmilebridge earlier this year called Mrs Breen'sBakery.”more, Cafes, Coffee & Tea Shops",“A new Cafe opened in Sixmilebridge earlier this year called Mrs Breen's Bakery .” more
Yelp,Kerry,T O'Leary & Sons,,,Bandon,,Bakeries,
Yelp,Kerry,Coffey Shop,,,Killarney,,Bakeries,
Yelp,Kerry,Feale Products,,,Listowel,,Bakeries,
Yelp,Kerry,John R's Food Hall and Cafe Hanna,,,Listowel,,"Coffee & Tea Shops, Bakeries",
Yelp,Kerry,Sweets & Papers,,,Mallow,,Bakeries,
Yelp,Kerry,Brudairs Bakery,,,Cork,€,Bakeries,
Yelp,Kerry,Marguerites Bakery & Restaurant,until 18:00,,Abbeyfeale,,"Cake Shop & Patisserie Shops, Bakeries",
Yelp,Kerry,Patrick Lynch,,,Listowel,,Bakeries,
Yelp,Kerry,Brudairs Bakery,,,Rath Luirc,,Bakeries,
Yelp,Kerry,Sunview Goats,4.0,(1 review),Macroom,,"“When I got home, combined it with some leaves, rye bread (by Tom'sBakery), an organic tomato salsa...”more, Cheese Shops","“When I got home, combined it with some leaves, rye bread (by Tom's Bakery ), an organic tomato salsa...” more"
Yelp,Kerry,Joan Collins,,,Bandon,,Bakeries,
Yelp,Kerry,Marguerites Restraurant,until 18:00,,Newcastlewest,,"Bakeries, Cake Shop & Patisserie Shops",
Yelp,Kerry,O'Connor's Bakery,,,Ennis,,Bakeries,
Yelp,Kerry,Michael Bambury,,,Ballylongford,,Bakeries,
Yelp,Kerry,O'connors Confectionery Ennis,,,Ennis,,Bakeries,
Yelp,Kerry,Gerry Walshe,,,Ennis,,Bakeries,
Yelp,Louth,Keelan's Home Bakery,5.0,(1 review),Dundalk,,"“Wonderful service and fantastic selection offreshly bakedpastries, breads, and cakes!”more, Bakeries","“Wonderful service and fantastic selection of freshly baked pastries, breads, and cakes!” more"
Yelp,Louth,Knead Artisan Bakery,5.0,(3 reviews),Cappocksgreen,,"“Best cafe in Louth. Has its ownbakerywhich allows this bright and welcoming cafe an unique range...”more, Coffee & Tea Shops, Delis, Bakeries",“Best cafe in Louth. Has its own bakery which allows this bright and welcoming cafe an unique range...” more
Yelp,Louth,Forgefield Coffee Shop,5.0,(2 reviews),Termonfeckin,,"“We also enjoyed purchasingbaked goods(scones and mince pies) in the adjoining market on a couple...”more, Cafes, Gift Shops",“We also enjoyed purchasing baked goods (scones and mince pies) in the adjoining market on a couple...” more
Yelp,Louth,La Bakery,5.0,(1 review),Skerries,,"“I bought a delicious coffee cake here last week. It was truly scrummy! Staff friendly”more, Cafes, Bakeries",“I bought a delicious coffee cake here last week. It was truly scrummy! Staff friendly” more
Yelp,Louth,Ciara's Cakes Dundalk,5.0,(1 review),Jenkinstown,,"“Ordered a birthday cake from Ciara. She was able to provide an amazing cake, my son was so happy, was great to see the way his eyes lit up. Ciara was…”more, Desserts, Bakeries","“Ordered a birthday cake from Ciara. She was able to provide an amazing cake, my son was so happy, was great to see the way his eyes lit up. Ciara was…” more"
Yelp,Louth,The Little Cake Fairy Dublin,until 17:00,,Drogheda,,"Bakeries, Cake Shop & Patisserie Shops",
Yelp,Louth,O'Neill's Bakery Annagassan,,,Dunleer,,Bakeries,
Yelp,Louth,Bread 41,4.7,(81 reviews),South Inner City,€€,"“Wow. If you want some butter ladened richfreshly bakedpastries, this is your place!”more, Cafes, Bakeries","“Wow. If you want some butter ladened rich freshly baked pastries, this is your place!” more"
Yelp,Louth,Fraynes Home Bakery,5.0,(1 review),Mullingar,,"“Every year I purchase birthday cakes for all the family in Fraynes. Their cakes are so fresh and delicious. I just ordered one for dads birthday next…”more, Bakeries",“Every year I purchase birthday cakes for all the family in Fraynes. Their cakes are so fresh and delicious. I just ordered one for dads birthday next…” more
Yelp,Louth,Bakelicious,5.0,(1 review),Rathmichael,€,"“Fantastic croissants and pain au chocolat. Came across this place by chance as was picking up suits from the alteration shop next door. What a great…”more, Bakeries",“Fantastic croissants and pain au chocolat. Came across this place by chance as was picking up suits from the alteration shop next door. What a great…” more
Yelp,Louth,Smak Domu,5.0,(1 review),Balbriggan,€,"“I am going back for sure! The staff are very friendly. One of my favorite store to do grocery shopping. All the product was reasonably priced for…”more, Donuts, Delicatessen, Bakeries",“I am going back for sure! The staff are very friendly. One of my favorite store to do grocery shopping. All the product was reasonably priced for…” more
Yelp,Louth,La Boulangerie Francaise,4.5,(8 reviews),Balrothery,,"“I found this littlebakery, firstly by the smell, was a wonderful scent to hit my nose first thing...”more, French, Cafes","“I found this little bakery , firstly by the smell, was a wonderful scent to hit my nose first thing...” more"
Yelp,Louth,Betsy's Bakery,,,Clondalkin,,"Cake Shop & Patisserie Shops, Bakeries",
Yelp,Louth,Robinsons Bakery,,,Drogheda,,Bakeries,
Yelp,Louth,Finegan & Son,5.0,(1 review),Newry,,"“So when I next want a doughnut it'll be into the shelbournebakeryjust around the corner - their...”more, Cafes",“So when I next want a doughnut it'll be into the shelbourne bakery just around the corner - their...” more
Yelp,Louth,Cuchulainn Bakery,,,Dundalk,,Bakeries,
Yelp,Louth,Caffrey Home Bakery,,,Ardee,,Bakeries,
Yelp,Louth,Brenda's Home Baking,,,Monasterboice,,Bakeries,
Yelp,Louth,Spicer & Co,,,Blackrock,,Bakeries,
Yelp,Louth,Gareth Keenan Cakes,,,Co. Louth,,Bakeries,
Yelp,Louth,Piccolina,until 18:00,,Navan,,Bakeries,
Yelp,Louth,Monster Cakes,5.0,(1 review),Sandyford,,"“They do a raspberry trifle cupcake. RASPBERRY. TRIFLE. INSIDE. THE. CUPCAKE. I'll let that sink in for a minute before I go on... They also do lemon…”more, Bakeries",“They do a raspberry trifle cupcake. RASPBERRY. TRIFLE. INSIDE. THE. CUPCAKE. I'll let that sink in for a minute before I go on... They also do lemon…” more
Yelp,Louth,Flynns Bakery,4.0,(1 review),Tullamore,,"“This is a good sandwich shop with very nice service and a hot pot of tea. We had heated sausage rolls that hit the spot. It is a cafe - two floors to…”more, Bakeries",“This is a good sandwich shop with very nice service and a hot pot of tea. We had heated sausage rolls that hit the spot. It is a cafe - two floors to…” more
Yelp,Louth,Rise Bakery Dublin,5.0,(1 review),Sandyford,,"“I've ordered 3 cakes from Yankee Baker over the last year and each one looked amazing but more importantly tasted delicious. Sheryl has been a…”more, Cake Shop & Patisserie Shops, Bakeries",“I've ordered 3 cakes from Yankee Baker over the last year and each one looked amazing but more importantly tasted delicious. Sheryl has been a…” more
Yelp,Louth,Nans,until 17:00,,Laytown,,"Cake Shop & Patisserie Shops, Bakeries",
Yelp,Louth,Pavlovs Bakery,5.0,(1 review),Dublin,,"“Thisbakeryis one everyone needs to try, fantastic unique buns and cakes to be had.”more, Bakeries","“This bakery is one everyone needs to try, fantastic unique buns and cakes to be had.” more"
Yelp,Louth,The Mason's Apron,3.7,(3 reviews),Virginia,€€,"“Delicious soup and bread on a chilly day! Wonderful ambiance and lovely attentive staff!”more, Coffee & Tea Shops, Delicatessen, Bakeries",“Delicious soup and bread on a chilly day! Wonderful ambiance and lovely attentive staff!” more
Yelp,Louth,Eileen Haveron,,,Dundalk,,Bakeries,
Yelp,Louth,The Bakery Mullingar,until 18:00,,Mullingar,€€,"Coffee & Tea Shops, Bakeries",
Yelp,Louth,Donnybrook Fair,4.0,(2 reviews),Malahide,€€€,"“I was super excited that Donnybrook fair was opening in Malahide...... to say the least. It didn't fail to impress me immediately. Visually the store…”more, Off Licence, Supermarkets, Bakeries",“I was super excited that Donnybrook fair was opening in Malahide...... to say the least. It didn't fail to impress me immediately. Visually the store…” more
Yelp,Louth,Bradburys,4.0,(4 reviews),Newbridge,€,"“One snowy day last week, I peeked out from beneath my woolly hat and spotted a large sign promising ""Coffee & Cake just €2 in Bradbury's"". Up until…”more, Bakeries","“One snowy day last week, I peeked out from beneath my woolly hat and spotted a large sign promising ""Coffee & Cake just €2 in Bradbury's"". Up until…” more"
Yelp,Louth,Milford Bakery,,,Dundalk,,Bakeries,
Yelp,Louth,Honeycomb Bakery & Cafe,4.5,(12 reviews),Dublin,€€,"“Wow! What a little cracker of a cafe! Nestled away in the leafy suburb of Bawnogue......no seriously! Bawnogue is generally associated with being a…”more, Bakeries, Cafes",“Wow! What a little cracker of a cafe! Nestled away in the leafy suburb of Bawnogue......no seriously! Bawnogue is generally associated with being a…” more
Yelp,Louth,Delicious,5.0,(1 review),Kingscourt,€,"“Thebakery itemswere impressive. The coffee options were solid and quickly prepared.”more, Cafes",“The bakery items were impressive. The coffee options were solid and quickly prepared.” more
Yelp,Louth,Heavenly Cakes,,,Carlingford,,Bakeries,
Yelp,Louth,Ivans Cakes,,,Drogheda,,Bakeries,
Yelp,Louth,Elite Confectionery,3.0,(4 reviews),Maynooth,€,"“Not a badbakeryand cafe, but there are a few better options in Maynooth.”more, Bakeries, Coffee & Tea Shops","“Not a bad bakery and cafe, but there are a few better options in Maynooth.” more"
Yelp,Louth,Donnellys Home Bakery,4.3,(3 reviews),Drumcondra,€€,"“Not the best ever but like the idea of supporting a localbakery. My sister gives the apple crumble...”more, Bakeries",“Not the best ever but like the idea of supporting a local bakery . My sister gives the apple crumble...” more
Yelp,Louth,The Cake Shop,4.0,(1 review),Armagh,,"“The Cake Shop is an independentbakeryselling some seriously scrumptious cakes, scones, cupcakes...”more, Cake Shop & Patisserie Shops","“The Cake Shop is an independent bakery selling some seriously scrumptious cakes, scones, cupcakes...” more"
Yelp,Louth,Donore Cake Craft Centre,,,Drogheda,,Bakeries,
Yelp,Louth,Strandfield House,4.6,(14 reviews),Dundalk,€€,"“There are also lots of bakery items, includingfreshly bakedscones, cakes and wheaten bread (which...”more, Cafes, Coffee & Tea Shops, Markets","“There are also lots of bakery items, including freshly baked scones, cakes and wheaten bread (which...” more"
Yelp,Louth,Sunnyside Bakery,4.0,(1 review),Ballynahinch,,"“They are loyal for good reason. Warm and friendly staff,freshly bakedbreads of all types and...”more, Bakeries","“They are loyal for good reason. Warm and friendly staff, freshly baked breads of all types and...” more"
Yelp,Louth,Keegans Home Bakery,3.0,(2 reviews),Bray,,"“Simply the bestbakeryin Bray if not Wicklow or dare I say it; Ireland.”more, Bakeries",“Simply the best bakery in Bray if not Wicklow or dare I say it; Ireland.” more
Yelp,Louth,Brewery Coffee,4.8,(10 reviews),Maynooth,€€,"“He also sources his cakes from the genius that is WildflourBakery. Soups and sandwiches are also of...”more, Coffee & Tea Shops",“He also sources his cakes from the genius that is Wildflour Bakery . Soups and sandwiches are also of...” more
Yelp,Louth,Michels,5.0,(1 review),Cabinteely,,"“Delicious restaurant in Foxrock village. Lovely soup sandwiches and plats all freshly prepared. You have to try the patisserie, prepared daily and…”more, Cafes, Cake Shop & Patisserie Shops, Bakeries","“Delicious restaurant in Foxrock village. Lovely soup sandwiches and plats all freshly prepared. You have to try the patisserie, prepared daily and…” more"
